Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date
KU746664,Rift Valley fever virus,Phlebovirus riftense,,S,219,partial,Sudan,Homo sapiens,2010-10-20
KY366325,Rift Valley fever virus,Phlebovirus riftense,272659,S,1498,partial,Mauritania,Homo sapiens,
KY366326,Rift Valley fever virus,Phlebovirus riftense,272659,M,3684,partial,Mauritania,Homo sapiens,2015
KY366327,Rift Valley fever virus,Phlebovirus riftense,272659,L,6094,partial,Mauritania,Homo sapiens,2015
KY366328,Rift Valley fever virus,Phlebovirus riftense,272660,S,1605,partial,Mauritania,Homo sapiens,2015
KY366329,Rift Valley fever virus,Phlebovirus riftense,272660,M,3774,partial,Mauritania,Homo sapiens,2015
KY366330,Rift Valley fever virus,Phlebovirus riftense,272660,L,6176,partial,Mauritania,Homo sapiens,2015
KY366331,Rift Valley fever virus,Phlebovirus riftense,SH272655,S,1468,partial,Mauritania,Homo sapiens,2015
KY366332,Rift Valley fever virus,Phlebovirus riftense,272655,M,3765,partial,Mauritania,Homo sapiens,2015
KY366333,Rift Valley fever virus,Phlebovirus riftense,SH272655,L,6179,partial,Mauritania,Homo sapiens,2015
KU978773,Rift Valley fever virus,Phlebovirus riftense,ZINGA J83 R1,S,1707,partial,Central African Republic,Homo sapiens,1969-01-01
KU978774,Rift Valley fever virus,Phlebovirus riftense,Ken 199800523,S,1636,partial,Kenya,Homo sapiens,1998-01-04
KU978776,Rift Valley fever virus,Phlebovirus riftense,ZINGA J83 R1,M,3951,partial,Central African Republic,Homo sapiens,1969-01-01
KU978777,Rift Valley fever virus,Phlebovirus riftense,Ken 199800523,M,3850,partial,Kenya,Homo sapiens,1998-01-04
KU978779,Rift Valley fever virus,Phlebovirus riftense,ZINGA J83 R1,L,6453,partial,Central African Republic,Homo sapiens,1969-01-01
KU978780,Rift Valley fever virus,Phlebovirus riftense,Ken 199800523,L,6431,partial,Kenya,Homo sapiens,1998-01-04
KX503062,Rift Valley fever virus,Phlebovirus riftense,FLI_MR202/13_S,S,371,partial,Mauritania,Bos taurus,2013-03-21
KX503063,Rift Valley fever virus,Phlebovirus riftense,FLI_MR202/13_M,M,405,partial,Mauritania,Bos taurus,2013-03-21
KX632066,Rift Valley fever virus,Phlebovirus riftense,BJ01,L,6402,complete,Angola,Homo sapiens,2016-07-22
KX632067,Rift Valley fever virus,Phlebovirus riftense,BJ01,M,3872,complete,Angola,Homo sapiens,2016-07-22
KX632068,Rift Valley fever virus,Phlebovirus riftense,BJ01,S,1686,complete,Angola,Homo sapiens,2016-07-22
KX096938,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Aedes ochraceus,2006
KX096939,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Aedes ochraceus,2006
KX096940,Rift Valley fever virus,Phlebovirus riftense,,S,1692,complete,Kenya,Aedes ochraceus,2006
KU645396,Rift Valley fever virus,Phlebovirus riftense,RFV-Moz-Gob-T7-2014,M,547,partial,Mozambique,Capra hircus,2014-03
KU645397,Rift Valley fever virus,Phlebovirus riftense,RFV-Moz-Gob-T9-2014,M,560,partial,Mozambique,Capra hircus,2014-03
KJ782452,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Central African Republic,Homo sapiens,1985-12-24
KJ782453,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Central African Republic,Homo sapiens,1985-12-24
KJ782454,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Central African Republic,Homo sapiens,1985-12-24
KJ782455,Rift Valley fever virus,Phlebovirus riftense,,S,1690,partial,Central African Republic,Aedes palpalae,1969-06-12
KJ782456,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Central African Republic,Aedes palpalae,1969-06-12
KJ782457,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Central African Republic,Aedes palpalae,1969-06-12
KU167025,Rift Valley fever virus,Phlebovirus riftense,,S,1692,complete,Uganda,Culicidae,1955
KU167026,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Uganda,Culicidae,1955
KU167027,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Uganda,Culicidae,1955
KM210509,Rift Valley fever virus,Phlebovirus riftense,25010-24,M,3594,complete,Mauritania,Camelus,2010-10-06
KM210508,Rift Valley fever virus,Phlebovirus riftense,25010_24,S,1691,complete,Mauritania,Camelus,2010-10-06
KF717588,Rift Valley fever virus,Phlebovirus riftense,211856,M,680,partial,Mauritania,Homo sapiens,2010-12-05
KF717589,Rift Valley fever virus,Phlebovirus riftense,211857,M,680,partial,Mauritania,Homo sapiens,2010-12-05
KF717590,Rift Valley fever virus,Phlebovirus riftense,211977,M,680,partial,Mauritania,Homo sapiens,2010-12-05
KF717591,Rift Valley fever virus,Phlebovirus riftense,211856,S,601,partial,Mauritania,Homo sapiens,2010-12-05
KF717592,Rift Valley fever virus,Phlebovirus riftense,211857,S,601,partial,Mauritania,Homo sapiens,2010-12-05
KF717593,Rift Valley fever virus,Phlebovirus riftense,211977,S,601,partial,Mauritania,Homo sapiens,2010-12-05
KF648851,Rift Valley fever virus,Phlebovirus riftense,227595,M,680,partial,Mauritania,Homo sapiens,2012-11-02
KF648852,Rift Valley fever virus,Phlebovirus riftense,227598,M,680,partial,Mauritania,Homo sapiens,2012-11-02
KF648853,Rift Valley fever virus,Phlebovirus riftense,227601,M,680,partial,Mauritania,Homo sapiens,2012-11-02
KF648854,Rift Valley fever virus,Phlebovirus riftense,227602,M,680,partial,Mauritania,Homo sapiens,2012-11-02
KF648855,Rift Valley fever virus,Phlebovirus riftense,227603,M,680,partial,Mauritania,Homo sapiens,2012-11-02
KF648856,Rift Valley fever virus,Phlebovirus riftense,227608,M,680,partial,Mauritania,Homo sapiens,2012-11-02
KF648857,Rift Valley fever virus,Phlebovirus riftense,227595,S,581,partial,Mauritania,Homo sapiens,2012-11-02
KF648858,Rift Valley fever virus,Phlebovirus riftense,227598,S,581,partial,Mauritania,Homo sapiens,2012-11-02
KF648859,Rift Valley fever virus,Phlebovirus riftense,227601,S,581,partial,Mauritania,Homo sapiens,2012-11-02
KF648860,Rift Valley fever virus,Phlebovirus riftense,227602,S,581,partial,Mauritania,Homo sapiens,2012-11-02
KF648861,Rift Valley fever virus,Phlebovirus riftense,227603,S,581,partial,Mauritania,Homo sapiens,2012-11-02
KF648862,Rift Valley fever virus,Phlebovirus riftense,227608,S,581,partial,Mauritania,Homo sapiens,2012-11-02
KC935380,Rift Valley fever virus,Phlebovirus riftense,Namibia_2010,M,490,partial,Namibia,Ovis aries,2010-07-30
JQ820472,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Sudan,Homo sapiens,2007
JQ820473,Rift Valley fever virus,Phlebovirus riftense,,S,1690,partial,Sudan,Homo sapiens,2010-10
JQ820474,Rift Valley fever virus,Phlebovirus riftense,,S,1690,partial,Sudan,Homo sapiens,2010-10
JQ820475,Rift Valley fever virus,Phlebovirus riftense,,S,1690,partial,Sudan,Homo sapiens,2010-10
JQ820476,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Sudan,Homo sapiens,2010-10
JQ820477,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Sudan,Homo sapiens,2010-10
JQ820478,Rift Valley fever virus,Phlebovirus riftense,,S,1690,partial,Sudan,Homo sapiens,2007-11
JQ820479,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Sudan,Homo sapiens,2007
JQ820480,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Sudan,Homo sapiens,2010-10
JQ820481,Rift Valley fever virus,Phlebovirus riftense,,S,1689,partial,Sudan,Homo sapiens,2010-10
JQ820482,Rift Valley fever virus,Phlebovirus riftense,,S,1689,partial,Sudan,Homo sapiens,2007-11
JQ820483,Rift Valley fever virus,Phlebovirus riftense,,L,6397,partial,Sudan,Homo sapiens,2007
JQ820484,Rift Valley fever virus,Phlebovirus riftense,,L,6402,partial,Sudan,Homo sapiens,2010-10
JQ820485,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Sudan,Homo sapiens,2010-10
JQ820486,Rift Valley fever virus,Phlebovirus riftense,,L,6400,partial,Sudan,Homo sapiens,2010-10
JQ820487,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Sudan,Homo sapiens,2010-10
JQ820488,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Sudan,Homo sapiens,2010-10
JQ820489,Rift Valley fever virus,Phlebovirus riftense,,M,3883,partial,Sudan,Homo sapiens,2010-10
JQ820490,Rift Valley fever virus,Phlebovirus riftense,,M,3871,partial,Sudan,Homo sapiens,2007
JQ820491,Rift Valley fever virus,Phlebovirus riftense,,M,3884,partial,Sudan,Homo sapiens,2010-10
JQ840745,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Sudan,Homo sapiens,2007-10
JQ840746,Rift Valley fever virus,Phlebovirus riftense,,S,1690,partial,Sudan,Homo sapiens,2007
JQ974833,Rift Valley fever virus,Phlebovirus riftense,,M,859,partial,Mauritania,Camelus,2011
HE687302,Rift Valley fever virus,Phlebovirus riftense,,,1691,partial,Mayotte,Homo sapiens,2008-02-21
HE687303,Rift Valley fever virus,Phlebovirus riftense,,,3885,partial,Mayotte,Homo sapiens,2008-02-21
HE687304,Rift Valley fever virus,Phlebovirus riftense,,,6404,partial,Mayotte,Homo sapiens,2008-02-21
HE687305,Rift Valley fever virus,Phlebovirus riftense,,,6404,partial,Mayotte,Homo sapiens,2008-03-20
HE687306,Rift Valley fever virus,Phlebovirus riftense,,,3885,partial,Mayotte,Homo sapiens,2008-03-20
HE687307,Rift Valley fever virus,Phlebovirus riftense,,,1691,partial,Mayotte,Homo sapiens,2008-03-20
JN995251,Rift Valley fever virus,Phlebovirus riftense,186,,601,partial,Senegal,Aedes dalzieli,1983
JN995252,Rift Valley fever virus,Phlebovirus riftense,208,,601,partial,Mauritania,Homo sapiens,1987
JN995253,Rift Valley fever virus,Phlebovirus riftense,211,,601,partial,Mauritania,Homo sapiens,1987
JN995254,Rift Valley fever virus,Phlebovirus riftense,226,,601,partial,Mauritania,Homo sapiens,1987
JN995255,Rift Valley fever virus,Phlebovirus riftense,214,,601,partial,Mauritania,Homo sapiens,1987
JN995256,Rift Valley fever virus,Phlebovirus riftense,223,,601,partial,Mauritania,Homo sapiens,1987
JN995257,Rift Valley fever virus,Phlebovirus riftense,232,,601,partial,Mauritania,Homo sapiens,1987
JN995258,Rift Valley fever virus,Phlebovirus riftense,233,,601,partial,Mauritania,Homo sapiens,1987
JN995259,Rift Valley fever virus,Phlebovirus riftense,267,,601,partial,Senegal,Bos taurus,1993
JN995260,Rift Valley fever virus,Phlebovirus riftense,266,,601,partial,Senegal,Aedes vexans,1993
JN995261,Rift Valley fever virus,Phlebovirus riftense,18,,601,partial,Senegal,Ovis aries,1993
JN995262,Rift Valley fever virus,Phlebovirus riftense,19,,601,partial,Senegal,Aedes vexans,1993
JN995263,Rift Valley fever virus,Phlebovirus riftense,20,,601,partial,Senegal,Aedes vexans,1998
JN995264,Rift Valley fever virus,Phlebovirus riftense,11,,601,partial,Mauritania,Ovis aries,1998
JN995265,Rift Valley fever virus,Phlebovirus riftense,16,,601,partial,Mauritania,Capra hircus,1998
JN995266,Rift Valley fever virus,Phlebovirus riftense,22,,601,partial,Mauritania,Capra hircus,1998
JN995267,Rift Valley fever virus,Phlebovirus riftense,24,,601,partial,Mauritania,Ovis aries,1998
JN995268,Rift Valley fever virus,Phlebovirus riftense,25,,601,partial,Mauritania,Ovis aries,1998
JN995269,Rift Valley fever virus,Phlebovirus riftense,27,,601,partial,Senegal,Culex poicilipes,1998
JN995270,Rift Valley fever virus,Phlebovirus riftense,28,,601,partial,Senegal,Culex poicilipes,1998
JN995271,Rift Valley fever virus,Phlebovirus riftense,9,,601,partial,Senegal,Culex poicilipes,1998
JN995272,Rift Valley fever virus,Phlebovirus riftense,10,,601,partial,Senegal,Culex poicilipes,1998
JN995273,Rift Valley fever virus,Phlebovirus riftense,29,,601,partial,Mauritania,Culex poicilipes,1998
JN995274,Rift Valley fever virus,Phlebovirus riftense,13,,601,partial,Mauritania,Culex poicilipes,1999
JN995275,Rift Valley fever virus,Phlebovirus riftense,30,,601,partial,Mauritania,Culex poicilipes,1999
JN995276,Rift Valley fever virus,Phlebovirus riftense,14,,601,partial,Mauritania,Culex poicilipes,1998
JN995277,Rift Valley fever virus,Phlebovirus riftense,31,,601,partial,Senegal,Culex poicilipes,2002
JN995278,Rift Valley fever virus,Phlebovirus riftense,32,,601,partial,Senegal,Culex poicilipes,2002
JN995279,Rift Valley fever virus,Phlebovirus riftense,33,,601,partial,Senegal,Culex poicilipes,2002
JN995280,Rift Valley fever virus,Phlebovirus riftense,34,,601,partial,Senegal,Aedes vexans,2003
JN995281,Rift Valley fever virus,Phlebovirus riftense,1,,601,partial,Mauritania,Homo sapiens,2003
JN995282,Rift Valley fever virus,Phlebovirus riftense,2,,601,partial,Mauritania,Homo sapiens,2003
JN995283,Rift Valley fever virus,Phlebovirus riftense,3,,601,partial,Mauritania,Homo sapiens,2003
JN995284,Rift Valley fever virus,Phlebovirus riftense,4,,601,partial,Mauritania,Homo sapiens,2003
JN995285,Rift Valley fever virus,Phlebovirus riftense,5,,601,partial,Mauritania,Homo sapiens,2003
JN995286,Rift Valley fever virus,Phlebovirus riftense,6,,601,partial,Mauritania,Homo sapiens,2003
JN995287,Rift Valley fever virus,Phlebovirus riftense,7,,601,partial,Mauritania,Homo sapiens,2003
JN995288,Rift Valley fever virus,Phlebovirus riftense,8,,601,partial,Mauritania,Homo sapiens,2003
JN995289,Rift Valley fever virus,Phlebovirus riftense,298,,601,partial,Mauritania,Culex poicilipes,2003
JN995290,Rift Valley fever virus,Phlebovirus riftense,303,,601,partial,Mauritania,Culex poicilipes,2003
JN995291,Rift Valley fever virus,Phlebovirus riftense,347,,601,partial,Mauritania,Culex poicilipes,2003
JN995292,Rift Valley fever virus,Phlebovirus riftense,356,,601,partial,Mauritania,Culex poicilipes,2003
JN995293,Rift Valley fever virus,Phlebovirus riftense,35,,601,partial,Senegal,Culex poicilipes,2003
JN995294,Rift Valley fever virus,Phlebovirus riftense,36,,601,partial,Senegal,Culex poicilipes,2003
JN995295,Rift Valley fever virus,Phlebovirus riftense,37,,601,partial,Senegal,Mansonia africana,2003
JN995296,Rift Valley fever virus,Phlebovirus riftense,38,,601,partial,Senegal,Mansonia uniformis,2003
JN995297,Rift Valley fever virus,Phlebovirus riftense,292,,601,partial,Mauritania,Homo sapiens,1998
JN995298,Rift Valley fever virus,Phlebovirus riftense,209,,601,partial,Mauritania,Homo sapiens,1987
JN995299,Rift Valley fever virus,Phlebovirus riftense,186,,718,partial,Senegal,Aedes dalzieli,1983
JN995300,Rift Valley fever virus,Phlebovirus riftense,208,,718,partial,Mauritania,Homo sapiens,1987
JN995301,Rift Valley fever virus,Phlebovirus riftense,211,,718,partial,Mauritania,Homo sapiens,1987
JN995302,Rift Valley fever virus,Phlebovirus riftense,226,,718,partial,Mauritania,Homo sapiens,1987
JN995303,Rift Valley fever virus,Phlebovirus riftense,214,,718,partial,Mauritania,Homo sapiens,1987
JN995304,Rift Valley fever virus,Phlebovirus riftense,223,,718,partial,Mauritania,Homo sapiens,1987
JN995305,Rift Valley fever virus,Phlebovirus riftense,232,,718,partial,Mauritania,Homo sapiens,1987
JN995306,Rift Valley fever virus,Phlebovirus riftense,233,,718,partial,Senegal,Homo sapiens,1987
JN995307,Rift Valley fever virus,Phlebovirus riftense,267,,718,partial,Senegal,Bos taurus,1993
JN995308,Rift Valley fever virus,Phlebovirus riftense,266,,718,partial,Senegal,Aedes vexans,1993
JN995309,Rift Valley fever virus,Phlebovirus riftense,18,,718,partial,Senegal,Ovis aries,1993
JN995310,Rift Valley fever virus,Phlebovirus riftense,19,,718,partial,Senegal,Aedes vexans,1993
JN995311,Rift Valley fever virus,Phlebovirus riftense,20,,718,partial,Senegal,Aedes vexans,1993
JN995312,Rift Valley fever virus,Phlebovirus riftense,11,,718,partial,Mauritania,Ovis aries,1998
JN995313,Rift Valley fever virus,Phlebovirus riftense,16,,718,partial,Mauritania,Capra hircus,1998
JN995314,Rift Valley fever virus,Phlebovirus riftense,22,,718,partial,Mauritania,Capra hircus,1998
JN995315,Rift Valley fever virus,Phlebovirus riftense,24,,718,partial,Mauritania,Ovis aries,1998
JN995316,Rift Valley fever virus,Phlebovirus riftense,25,,718,partial,Mauritania,Ovis aries,1998
JN995317,Rift Valley fever virus,Phlebovirus riftense,27,,718,partial,Senegal,Culex poicilipes,1998
JN995318,Rift Valley fever virus,Phlebovirus riftense,28,,718,partial,Senegal,Culex poicilipes,1998
JN995319,Rift Valley fever virus,Phlebovirus riftense,9,,718,partial,Senegal,Culex poicilipes,1998
JN995320,Rift Valley fever virus,Phlebovirus riftense,10,,718,partial,Senegal,Culex poicilipes,1998
JN995321,Rift Valley fever virus,Phlebovirus riftense,29,,718,partial,Mauritania,Culex poicilipes,1999
JN995322,Rift Valley fever virus,Phlebovirus riftense,30,,718,partial,Mauritania,Culex poicilipes,1999
JN995323,Rift Valley fever virus,Phlebovirus riftense,14,,718,partial,Mauritania,Culex poicilipes,1999
JN995324,Rift Valley fever virus,Phlebovirus riftense,31,,718,partial,Senegal,Culex poicilipes,2002
JN995325,Rift Valley fever virus,Phlebovirus riftense,32,,718,partial,Senegal,Culex poicilipes,2002
JN995326,Rift Valley fever virus,Phlebovirus riftense,33,,718,partial,Senegal,Culex poicilipes,2002
JN995327,Rift Valley fever virus,Phlebovirus riftense,34,,718,partial,Senegal,Aedes vexans,2002
JN995328,Rift Valley fever virus,Phlebovirus riftense,1,,718,partial,Mauritania,Homo sapiens,2003
JN995329,Rift Valley fever virus,Phlebovirus riftense,2,,718,partial,Mauritania,Homo sapiens,2003
JN995330,Rift Valley fever virus,Phlebovirus riftense,3,,718,partial,Mauritania,Homo sapiens,2003
JN995331,Rift Valley fever virus,Phlebovirus riftense,4,,718,partial,Mauritania,Homo sapiens,2003
JN995332,Rift Valley fever virus,Phlebovirus riftense,5,,718,partial,Mauritania,Homo sapiens,2003
JN995333,Rift Valley fever virus,Phlebovirus riftense,6,,718,partial,Mauritania,Homo sapiens,2003
JN995334,Rift Valley fever virus,Phlebovirus riftense,7,,718,partial,Mauritania,Homo sapiens,2003
JN995335,Rift Valley fever virus,Phlebovirus riftense,8,,718,partial,Mauritania,Homo sapiens,2003
JN995336,Rift Valley fever virus,Phlebovirus riftense,298,,718,partial,Mauritania,Culex poicilipes,2003
JN995337,Rift Valley fever virus,Phlebovirus riftense,303,,718,partial,Mauritania,Culex poicilipes,2003
JN995338,Rift Valley fever virus,Phlebovirus riftense,347,,718,partial,Mauritania,Culex poicilipes,2003
JN995339,Rift Valley fever virus,Phlebovirus riftense,356,,718,partial,Mauritania,Culex poicilipes,2003
JN995340,Rift Valley fever virus,Phlebovirus riftense,35,,718,partial,Senegal,Culex poicilipes,2003
JN995341,Rift Valley fever virus,Phlebovirus riftense,36,,718,partial,Senegal,Culex poicilipes,2003
JN995342,Rift Valley fever virus,Phlebovirus riftense,37,,718,partial,Senegal,Mansonia africana,2003
JN995343,Rift Valley fever virus,Phlebovirus riftense,38,,718,partial,Senegal,Mansonia uniformis,2003
JN995344,Rift Valley fever virus,Phlebovirus riftense,292,,718,partial,Mauritania,Homo sapiens,1998
JN995345,Rift Valley fever virus,Phlebovirus riftense,209,,718,partial,Mauritania,Homo sapiens,1987
JF326186,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Homo sapiens,2007
JF326187,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Culicidae,2006-12-29
JF326188,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Culicidae,2006-12-31
JF326189,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Tanzania,Homo sapiens,2007-02
JF326190,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Tanzania,Homo sapiens,2007-02
JF326191,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,Homo sapiens,2007
JF326192,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,Culicidae,2006-12-29
JF326193,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,Culicidae,2006-12-31
JF326194,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Tanzania,Homo sapiens,2007-02
JF326195,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Tanzania,Homo sapiens,2007-02
JF326196,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,Homo sapiens,2007-01-08
JF326197,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,Homo sapiens,2007-01-10
JF326198,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,Homo sapiens,2007
JF326199,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,Culicidae,2006-12-29
JF326200,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,Culicidae,2006-12-29
JF326201,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,Culicidae,2006-12-29
JF326202,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,Culicidae,2006-12-31
JF326203,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Tanzania,Homo sapiens,2007-02
JF326204,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Tanzania,Homo sapiens,2007-02
JF309200,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bubalus bubalis,2007-02-09
HM587040,Rift Valley fever virus,Phlebovirus riftense,MgH824,M,490,partial,Madagascar,Homo sapiens,1979
HM587041,Rift Valley fever virus,Phlebovirus riftense,MgAr811,M,490,partial,Madagascar,Aedes sp.,1979
HM587042,Rift Valley fever virus,Phlebovirus riftense,94EG Tambul,M,490,partial,Egypt,Ovis aries,1994
HM587043,Rift Valley fever virus,Phlebovirus riftense,93-Abeer,M,490,partial,Egypt,Homo sapiens,1993
HM587044,Rift Valley fever virus,Phlebovirus riftense,VRL1516/78,M,490,partial,Zimbabwe,Ovis aries,1978
HM587045,Rift Valley fever virus,Phlebovirus riftense,S35,M,490,partial,Kenya,Ovis aries,1972
HM587046,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/1,M,490,partial,South Africa,Syncerus caffer,1999
HM587047,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/5,M,490,partial,South Africa,Syncerus caffer,1999
HM587048,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/2,M,490,partial,South Africa,Syncerus caffer,1999
HM587049,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/3,M,490,partial,South Africa,Syncerus caffer,1999
HM587051,Rift Valley fever virus,Phlebovirus riftense,SPU12/99/21,M,490,partial,Somalia,Capra hircus,1999
HM587052,Rift Valley fever virus,Phlebovirus riftense,SPU384/97/1,M,490,partial,Kenya,Homo sapiens,1997
HM587053,Rift Valley fever virus,Phlebovirus riftense,SPU2/98/1,M,490,partial,Kenya,Homo sapiens,1998
HM587054,Rift Valley fever virus,Phlebovirus riftense,VRL2413/98,M,490,partial,Zimbabwe,Bos taurus,1998
HM587055,Rift Valley fever virus,Phlebovirus riftense,SPU2/98/9,M,490,partial,Kenya,Capra hircus,1998
HM587056,Rift Valley fever virus,Phlebovirus riftense,VRL1187/79,M,490,partial,Zimbabwe,Bos taurus,1979
HM587057,Rift Valley fever virus,Phlebovirus riftense,MgAn1002,M,490,partial,Madagascar,Bos taurus,1991
HM587058,Rift Valley fever virus,Phlebovirus riftense,VRL2354/78,M,490,partial,Zimbabwe,,1978
HM587059,Rift Valley fever virus,Phlebovirus riftense,VRL1548/78,M,490,partial,Zimbabwe,,1978
HM587060,Rift Valley fever virus,Phlebovirus riftense,MgAn991,M,490,partial,Madagascar,Bos taurus,1991
HM587061,Rift Valley fever virus,Phlebovirus riftense,MgAn990,M,490,partial,Madagascar,Bos taurus,1991
HM587062,Rift Valley fever virus,Phlebovirus riftense,SPU22/07/118,M,490,partial,Kenya,Homo sapiens,2007
HM587063,Rift Valley fever virus,Phlebovirus riftense,SPU22/07/125,M,490,partial,Kenya,Homo sapiens,2007
HM587064,Rift Valley fever virus,Phlebovirus riftense,SPU22/07/129,M,490,partial,Kenya,Homo sapiens,2007
HM587065,Rift Valley fever virus,Phlebovirus riftense,SPU86/09,M,490,partial,South Africa,Homo sapiens,2009
HM587066,Rift Valley fever virus,Phlebovirus riftense,SA152/08,M,490,partial,South Africa,Homo sapiens,2008
HM587067,Rift Valley fever virus,Phlebovirus riftense,M37/08,M,490,partial,South Africa,Syncerus caffer,2008
HM587068,Rift Valley fever virus,Phlebovirus riftense,SPU22/07/4,M,490,partial,Kenya,Homo sapiens,2007
HM587069,Rift Valley fever virus,Phlebovirus riftense,SA52/08,M,490,partial,South Africa,Homo sapiens,2008
HM587070,Rift Valley fever virus,Phlebovirus riftense,B309,M,490,partial,Kenya,Bos taurus,1977
HM587071,Rift Valley fever virus,Phlebovirus riftense,VRL825/79,M,490,partial,Zimbabwe,Bos taurus,1979
HM587072,Rift Valley fever virus,Phlebovirus riftense,VRL2051/76,M,490,partial,Zimbabwe,Homo sapiens,1976
HM587073,Rift Valley fever virus,Phlebovirus riftense,VRL1217/78,M,490,partial,Zimbabwe,Ovis aries,1978
HM587074,Rift Valley fever virus,Phlebovirus riftense,214445,M,490,partial,Kenya,Aedes mcintoshi,1983
HM587075,Rift Valley fever virus,Phlebovirus riftense,B1143,M,490,partial,Kenya,Bos taurus,1977
HM587076,Rift Valley fever virus,Phlebovirus riftense,SPU204/85,M,490,partial,Angola,Homo sapiens,1985
HM587077,Rift Valley fever virus,Phlebovirus riftense,VRL1290/78,M,490,partial,Zimbabwe,,1978
HM587078,Rift Valley fever virus,Phlebovirus riftense,VRL1290A/78,M,490,partial,Zimbabwe,Bos taurus,1978
HM587079,Rift Valley fever virus,Phlebovirus riftense,SPU44/85,M,490,partial,Zambia,Homo sapiens,1985
HM587080,Rift Valley fever virus,Phlebovirus riftense,VRL1887/78,M,490,partial,Zimbabwe,Bos taurus,1978
HM587081,Rift Valley fever virus,Phlebovirus riftense,VRL1260/78,M,490,partial,Zimbabwe,Bos taurus,1978
HM587082,Rift Valley fever virus,Phlebovirus riftense,74HB59,M,490,partial,Central African Republic,Homo sapiens,1974
HM587083,Rift Valley fever virus,Phlebovirus riftense,ArB1976,M,490,partial,Central African Republic,Mansonia africana,1969
HM587084,Rift Valley fever virus,Phlebovirus riftense,AnK3837,M,490,partial,Guinea,Hipposideros caffer,1981
HM587085,Rift Valley fever virus,Phlebovirus riftense,VRL1032/78,M,490,partial,Zimbabwe,Bos taurus,1978
HM587086,Rift Valley fever virus,Phlebovirus riftense,CAR R1662,M,490,partial,Central African Republic,Homo sapiens,1985
HM587087,Rift Valley fever virus,Phlebovirus riftense,CAR R1752,M,490,partial,Central African Republic,Homo sapiens,1986
HM587088,Rift Valley fever virus,Phlebovirus riftense,SA71/10,M,490,partial,South Africa,Homo sapiens,2010
HM587089,Rift Valley fever virus,Phlebovirus riftense,SA482/10,M,490,partial,South Africa,Homo sapiens,2010
HM587090,Rift Valley fever virus,Phlebovirus riftense,SA1221/10,M,490,partial,South Africa,Homo sapiens,2010
HM587091,Rift Valley fever virus,Phlebovirus riftense,SA59/10,M,490,partial,South Africa,Homo sapiens,2010
HM587092,Rift Valley fever virus,Phlebovirus riftense,SA54/10,M,490,partial,South Africa,Homo sapiens,2010
HM587093,Rift Valley fever virus,Phlebovirus riftense,SA276/10,M,490,partial,South Africa,Homo sapiens,2010
